guid,front,back,tags
fa6!_eVh/R,What are r-values?," r-values are the values that can be stored in locations, and therefore are the values of expressions that can appear on the right of an assignment command","CS::PLChapter06, CS::programming-languages"
sRly|u=!KP,What is the relation between the formal parameter and the actual parameter in call by reference? ,The formal and the actual are two names for the same variable. Each modification of the formal parameter is a modification of the actual parameter. ,"CS::PLChapter07, CS::programming-languages"
NLP#$:H4]X,Can you do call by reference in c?,"No, but you can simulate it using pointers. ","CS::PLChapter07, CS::programming-languages"
IlF]0&a?md,What is a higher order function?,"A function which accepts functions as parameters, or returns a function. ","CS::PLChapter07, CS::programming-languages"
"Pi%,H_^=x8",How do you implement shallow binding?,Look for every names last association in the environment.,"CS::PLChapter07, CS::programming-languages"
"nFR_Pmt+;,","Which is harder to implement, shallow binding or deep binding?",Deep binding,"CS::PLChapter07, CS::programming-languages"
kY!K$(^^<f,What is an exception?,An event that is checked during the execution of a program and which must not (or cannot) be handled in the normal flow of control.,"CS::PLChapter07, CS::programming-languages"
M&`R=K-`DG,Deep binding requires what for implementation?,Auxiliary data structures,"CS::PLChapter07, CS::programming-languages"
BLp1x:q|)7,"When is a type system (and, by extension, a language) type safe? (also known as strongly typed)","When no program can violate the distinctions between types defined in that language. Basically Type safety means that the compiler will validate types while compiling, and throw an error if you try to assign the wrong type to a variable.","CS::PLChapter08, CS::programming-languages"
Pc}1Qw3}fF,When is a value denotable?,If it can be associated with a name.,"CS::PLChapter08, CS::programming-languages"
zj<-7G7ln-,When is a value expressible?,If it can be the result of a complex expression.,"CS::PLChapter08, CS::programming-languages"
b>lQ6^s5zn,When is a value storable?,If it can be stored in a variable.,"CS::PLChapter08, CS::programming-languages"
Lx7o(cf0?s,When does a program have static typing?,If its checking of type constraints can be conducted on the program text at compile time,"CS::PLChapter08, CS::programming-languages"
Q5u+psoXEu,When does a program have dynamic typing?,If its checking of type constraints can be conducted during runtime,"CS::PLChapter08, CS::programming-languages"
pJN&%dqq4w,Why are type errors undecidable?,"If the type cannot be reached (halting problem), there is no way to find the type error.","CS::PLChapter08, CS::programming-languages"
N.kMBb2d`C,What is the alternative to equivalence by name?,Structural Equivalence,"CS::PLChapter08, CS::programming-languages"
BzCoV4w`U0,When is a type definition transparent?,When the name of the type is just an abbreviation for the expression defining the type. ,"CS::PLChapter08, CS::programming-languages"
J)_{Zj=zlT,Do most languages use type equivalence by name or structural equivalence? ,A mix of both. Usually it depends on the type,"CS::PLChapter08, CS::programming-languages"
"b6Cfr,x4ms",When are two types compatible?,Type T is compatible with type S if a value of type T is permitted in any context in which a value of type S would be admissible. ,"CS::PLChapter08, CS::programming-languages"
Pl+(N6fHp5,What is type coercion?,"If a language allows compatibility between the types T and S, it also allows a value of type T to occur where a value of type S is expected. When this happens, the compiler inserts a type conversion between T and S.","CS::PLChapter08, CS::programming-languages"
c)-5z1(pf,What are explicit conversions? (or casts),Annotations in the language which specify that a value of one type must be converted to that of another type.,"CS::PLChapter08, CS::programming-languages"
u>@=DV>r`.,When is a type system monomorphic?,"When any language object (value, function, etc) has a unique type.","CS::PLChapter08, CS::programming-languages"
"cJuUBnc8,N",When is a type system polymorphic?,When the same object can have more than one type.,"CS::PLChapter08, CS::programming-languages"
C0~*d}]MP|,When is a name overloaded? (ad hoc polymorphism),When it corresponds to more than one object and context information must be used to determine which object is denoted by a specific instance of that name. ,"CS::PLChapter08, CS::programming-languages"
bb>q}4HPC?,When does a value exhibit universal parametric polymorphism?,When it has an infinite number of different types which can be obtained by instantiating a single schema of general type.,"CS::PLChapter08, CS::programming-languages"
LQc(1s9]pl,What is explicit polymorphism?,"Explicit annotations. For example generics in Java, or templates in C++","CS::PLChapter08, CS::programming-languages"
v{E9<k{c6Q,What is implicit polymorphism?,"The programmer need not provide any type indications and instead the type checker tries to determine for each object, the most general type from which the other types can be obtained by instantiation.","CS::PLChapter08, CS::programming-languages"
f:kw*^=x/@,When does a value exhibit subtype (or bounded) polymorphism?,"When there is an infinity of different types which can be obtained by instantiating a general type scheme, substituting for a parameter the subtypes of an assigned type.","CS::PLChapter08, CS::programming-languages"
P.=p|5rRi?,What is type inference?,the automatic detection of the type of an expression in a formal language,"CS::PLChapter08, CS::programming-languages"
r]sjLOa:tH,What is garbage collection?,"The process of managing memory, automatically. It finds the unused objects (that are no longer used by the program) and delete or remove them to free up the memory.","CS::PLChapter08, CS::programming-languages"
pI#hE3F#zD, What are pointers with a value other than null that point to storage that is no longer allocated?,dangling references,"CS::PLChapter08, CS::programming-languages"
Dts.xO8}E2, What do modern languages tend to prefer over coercions?,casts,"CS::PLChapter08, CS::programming-languages"
"Hv&RTW,W(.",What are tombstones?,a mechanism to detect dangling pointers and mitigate the problems they can cause in computer programs,"CS::PLChapter08, CS::programming-languages"
"lre+@{,6T1", Why do locks and keys cost more than tombstones?,because it is necessary to associate an additional word with each pointer,"CS::PLChapter08, CS::programming-languages"
CxpDF}yx^?,What are shadowed variables?,"When two variables are declared with the same name in a sub- and super-class the sub-class shadows the superclass, meaning that you access the sub-class rather than the super-class.","CS::PLChapter10, CS::programming-languages"
qE:A`[GVB},What is overriding?,"Overriding is a concept in object-orientation, where you redefine, or override, a method or variable implementation from a super class.","CS::PLChapter10, CS::programming-languages"
D@uTwE]/hF,How is overriding different from shadowing?,"Overriding is different from shadowing, in that instead of just pushing the old definition back, you redefine the current definition.","CS::PLChapter10, CS::programming-languages"
u:JANNlw$N,What is overloading?,"With overloading you have two or more of the same types, but with different arguments. Depending on the argument, you choose which method to use.","CS::PLChapter10, CS::programming-languages"
Piz;R(UiK{,What is the difference between overloading and overriding?,"With overloading you need to have at least two definitions, while with overriding you need just one. It is also important in overriding that you have the same number of arguments.","CS::PLChapter10, CS::programming-languages"
B|[}.b@]IK,What is runtime polymorphism also known as?,Overriding ,"CS::PLChapter10, CS::programming-languages"
bs~[{f/uL0,What is compile-time polymorphism also known as?,Overloading,"CS::PLChapter10, CS::programming-languages"
DzrR2A@wPq,What does it mean that a method is virtual?,When a method is virtual is allows for overriding. A virtual function is also inheritable.,"CS::PLChapter10, CS::programming-languages"
r;843pmvZL,Does Java allow for virtual methods?,By default all non-static functions in Java are virtual.,"CS::PLChapter10, CS::programming-languages"
m0tXT*j^&-,What is the difference between shadowing and overriding?,Shadowing redefines an entire method or function. Overriding redefines only the implementation of a method or function.,"CS::PLChapter10, CS::programming-languages"
E>@L~UtG!0,When is a function monomorphic?,When it works only for one type,"CS::PLMisc, CS::programming-languages"
EC{sKuSHAu,The physical machine manipulates data of which type?,Bit strings,"CS::PLChapter09, CS::programming-languages"
b<I//si<e1,What is an abstract data type?,Abstract Data type (ADT) is a type (or class) for objects whose behaviour is defined by a set of value and a set of operations.,"CS::PLChapter09, CS::programming-languages"
"y76],m-C{]",What is encapsulation in OOP?,"In object-oriented programming, encapsulation refers to the bundling of data with the methods that operate on that data, or the restricting of direct access to some of an object's components","CS::PLChapter09, CS::programming-languages"
O]#5pk<tg1,What are constructors?,"Operations which construct a new value of type T, possibly by using values of other known types.","CS::PLChapter09, CS::programming-languages"
yfW(`.O/l7,What are transformers or operators?,"Operations that compute the values of type T, possibly using other values. ","CS::PLChapter09, CS::programming-languages"
fjg+EH*IBO,What are observers?,"Operations that compute a value of a known type that is different from T, using one or more values of type T.","CS::PLChapter09, CS::programming-languages"
B[#UHmNL1o,What is possible if a type enjoys representation independence?,To replace its implementation by an equivalent one without causing any errors in clients. ,"CS::PLChapter09, CS::programming-languages"
EN3dOR}o+?, What is the separation between interface and implementation?,information hiding,"CS::PLChapter09, CS::programming-languages"
o%U/_Y(zO|,What is ADT short for?,Abstract Data Type,"CS::PLChapter09, CS::programming-languages"
AEvxBJakV{,An ADT without what is completely useless?,constructors,"CS::PLChapter09, CS::programming-languages"
CaO)gDA#Xy,In what language does object-orientation have its roots?,Simula (during the 60s) and Smalltalk (in the 70s),"CS::PLChapter10, CS::programming-languages"
tD8eUX5e?o,“the internal representation of an object is generally hidden from view outside of the object's definition” describes what in OOP?,Information hiding,"CS::PLChapter09, CS::programming-languages"
J0ZY{FA@5S,Following is a description of what? “A capsule containing both data and the operations that manipulate it and which provides an interface for the outside world through which the ______ is accessible.”,An object,CS::programming-languages
oleqD<}Xl-,What are operations in an object called?,"Methods (or functional fields, or member functions)",CS::programming-languages
c/zKpWvDq0,What are data items held in an object called?,Instance variables (or data members or fields),CS::programming-languages
t/K/khIa|e,What is a class?,A model for a set of objects,CS::programming-languages
Qf.r)y3zr9,What is a class in simula?,A procedure which returns a pointer to an activation record containing local variables and function definitions,CS::programming-languages
Q(YG9Nk!|w,What are object-oriented languages that lack lcasses based on?,Delegation (or prototypes),CS::programming-languages
b>FN|2-x8S,"In every class there are at least two views, which?","Private and public. With a private view, everything is visible, with a public with only the public parts are visible.",CS::programming-languages
"p^UZWt,xfX",Why do abstraction mechanisms play a crucial role in computing?,Because they allow us to manage the complexity inherent in most computational systems by isolating the improtant aspects in a specific context.,"CS::PLChapter01, CS::programming-languages"
Me7MMaUWm),What is the definition of an abstract machine?,"Assume that we are given a programming language, \(\mathscr{L}\). An abstract machine for  \(\mathscr{L}\), detoned by \(\mathscr{M}_\mathscr{L}\), is any set of data structures and algorithms which can perform the storage and execution of programs written in \(\mathscr{L}\)","CS::PLChapter01, CS::programming-languages"
L{u=grUf2l,What does the store in an abstract machine serve to store?,Data and programs,"CS::PLChapter01, CS::programming-languages"
bsP1N:!:uL,What does the interpreter in an abstract machine do?,It is the component that executes the instructions contained in programs.,"CS::PLChapter01, CS::programming-languages"
mgI*y`pR)9,What is the definition of a machine language?,"Given an abstract machine \(\mathscr{M}_\mathscr{L}\), the language \(\mathscr{L}\) “understood” by \(\mathscr{M}_\mathscr{L}\)’s interpreter is called the <i>machine language</i> of \(\mathscr{M}_\mathscr{L}\)","CS::PLChapter01, CS::programming-languages"
kR4VxQy/{+,Why are programs written in the machine language of \(\mathscr{M}_\mathscr{L}\) stored in the abstract machine’s storage structures?,"So that they cannot be confused with other primitive data on which the interpreter operates (from the interpreters viewpoints, programs are also a kind of data)","CS::PLChapter01, CS::programming-languages"
"B%a`h,!Mg4",What are low-level languages?,"Languages whose abstract machines are very close to, or coincide with, the physical machine.","CS::PLChapter01, CS::programming-languages"
hmrqZm}5i~,Often when we speak generically about “machine language” what do we mean?,We mean the language (a low-level one) of a physical machine. ,"CS::PLChapter01, CS::programming-languages"
t6E8o*d4?,What is a physical machines assembly language?,"A symbolic version of the physical machine (that is, which uses symbols such as ADD, MUL etc., instead of their associatyed hardware binary codes)","CS::PLChapter01, CS::programming-languages"
QkJC$99$-m,How are programs written in assembly code translated to machine code?,Using an assembler,"CS::PLChapter01, CS::programming-languages"
tr0KLU!=4L,What are high-level languages?,Those which support the use of constructs that use appropriate abstraction mechanisms to ensure that they are independent of the physical characteristics of the computer.,"CS::PLChapter01, CS::programming-languages"
r1UIo{84!i,Why are algorithms usually written in high-level language rather than low-level ones?,"The low-level algorithms take too many of the physical machines quirks into account, meaning that it is much easier to understand with a high-level language. ","CS::PLChapter01, CS::programming-languages"
M-tBmUx8_+,Are abstract machines always physical machines?,"No, abstract machines can be anything from physical machine to the World Wide Web.","CS::PLChapter01, CS::programming-languages"
Nbbv1FD`zh,"In a physical machine, the language \(\mathscr{L}H\) which the physical machine executes is composed of what?",Relatively simple instructions,"CS::PLChapter01, CS::programming-languages"
"Q.,q;TM$hu","In a physical machine, what is the difference between <pre> ADD R5, R0 </pre> and <pre> ADD (R5), (R0) </pre>?","Without the paranthesis it indicates the contents will be summed and the result stored in R5, while with paranthesis the contents of the memory cells whose addresses are contained in R0 and R5 is computed and the result stored in the cell whose address is in R5.","CS::PLChapter01, CS::programming-languages"
EjmKSkb=Uq,What is CISC short for?,"Complex Insturction Set Computer, processors which have many machine instructions","CS::PLChapter01, CS::programming-languages"
"l$.,Re:%7J",What is RISC short for?,"Reduced Instruction Set Computers, architectures in which there tend to be fewer instructions which are, in particular, simple enough to be executed in a few (possibly one) clock cycles and in pipelined fashion.","CS::PLChapter01, CS::programming-languages"
mDxC~sv12z,Where are the operations for processing primitive data and the usual arithmetic and logical operations implemented?,In the ALU (Arithmetic and Logic Unit),"CS::PLChapter01, CS::programming-languages"
OTJGR4$*Hv,What does the Program Counter register store?,The address of the next instruction to execute.,"CS::PLChapter01, CS::programming-languages"
QP%0W|#sjb,How is the interpreter for the hardware (physical) machine implemented?,As a set of physical devices which comprise the Control Unit and which support execution of the so-called fetch-decode-execute cycle.,"CS::PLChapter01, CS::programming-languages"
E8Mjm#[(78,"At a physical level, what is the difference between data and instructions?","There are none, they are both simply bits. However, conceptually they are different.","CS::PLChapter01, CS::programming-languages"
NYWnfeql7u,How is it possible to implement \(\mathscr{M}_\mathscr{L}\) in hardware?,"Using physical devices such as memory, arithmetic and logic circuits, buses etc., to implement a physical machine whose machine language coincides with \(\mathscr{L}\). To do this, it is sufficient to implement in the hardware the data structures and algorithms constituting the abstract machine.","CS::PLChapter01, CS::programming-languages"
yC7xpsVO*^,What advantage does the implementation of machine \(\mathscr{M}_\mathscr{L}\)  in hardware have?,That the execution of programs in \(\mathscr{L}\) will be fast because they will be directly executed by hardware.,"CS::PLChapter01, CS::programming-languages"
J<X~rI`;Eb,"When implementing \(\mathscr{M}_\mathscr{L}\) in hardware, what kind of langauges are used?","Low-level languages, because their constructs are very close to the operations that can be naturally defined using just physical devices.","CS::PLChapter01, CS::programming-languages"
NsZ`bMq$Ni,What are the three ways to implement an abstract machine \(\mathscr{M}_\mathscr{L}\)?,Implementation in <i>hardware</i><br/>Simulation using <i>software</i><br/>Simulation (emulation) using <i>firmware</i><br/>,"CS::PLChapter01, CS::programming-languages"
J!|+%7iple,What is a partial function?,A function that is a correspondence between the two sets A and B but can be undefined for some elements of A.,"CS::PLChapter01, CS::programming-languages"
qwGMyPumZ,What are the pros and cons of implementing \(\mathscr{M}_\mathscr{L}\) in hardware?,It provides the greatest speed but no flexibility.,"CS::PLChapter01, CS::programming-languages"
NZV(=*4^-x,What are the pros and cons of implementing \(\mathscr{M}_\mathscr{L}\) in software?,It affords the highest flexibility and least speed,"CS::PLChapter01, CS::programming-languages"
y|_Db`YJdM,What are the pros and cons of implementing \(\mathscr{M}_\mathscr{L}\) in firmware?,"It acts as an intermediate between implmentation in software and hardware. Therefore neither the greatest speed, nor the greatest flexibility, but neither the slowest speed nor the worst flexibility.","CS::PLChapter01, CS::programming-languages"
cUf+v&ecnc,What does \(\mathscr{P}^\mathscr{L} : \mathscr{D} \to \mathscr{D}\) indicate?,"A program written in \(\mathscr{L}\). (this can be seen as a partial function, where \(\mathscr{D}\) indicates both input and output data.","CS::PLChapter01, CS::programming-languages"
iodcjJ0Li,What is \(\mathscr{I}^{\mathscr{L}o}_\mathscr{L}\)?,An interpreter implemented in \(\mathscr{L}o\) which interprets all of \(\mathscr{L}\)’s instructions.,"CS::PLChapter01, CS::programming-languages"
Ar>)1K5toI,What is an interpreter for language \(\mathscr{L}\)?,"An interpreter for \(\mathscr{L}\) written in language \(\mathscr{L}o\), is a program which implements a partial function: <br/> \(\mathscr{I}^{\mathscr{L}o}_\mathscr{L}:(\mathscr{P}rog \times \mathscr{D}) \to \mathscr{D}\) such that \(\mathscr{I}^{\mathscr{L}o}_\mathscr{L}:(\mathscr{P}^\mathscr{L}, Input) = \mathscr{P}^\mathscr{L} (input)\)  ","CS::PLChapter01, CS::programming-languages"
b5ym^R`%ar,"What is \(\mathscr{C}_{\mathscr{L},\mathscr{L}o}\)?",A compiler where \(\mathscr{L}\) is the soruce language and \(\mathscr{L}o\) is the object language.,"CS::PLChapter01, CS::programming-languages"
AMSBZ#RI}B,What is the main disadvantage of the interpreted implementation?,It’s low efficiency,"CS::PLChapter01, CS::programming-languages"
lH5OvJ(MI`,What is the main advantage of the interpreted implementation?,"It’s flexbility. Moreover, the development of an interpreter is easier than the development of a compiler.","CS::PLChapter01, CS::programming-languages"
N!E9sE9FHZ,Describe the functioning of the interpreter for a generic abstract machine.,The interpreter in a generic abstract machine executes the instructions contained in programs.,"CS::PLEPChapter01, CS::programming-languages"
i0t@P{4O.H,"Describe the differences between the interpretative and compiled implementations of a programming language, emphasising the advantages and disadvantages.","The compiled approach is faster, while less flexible. The interpreted approach is more flexiblle, while slower. The compiled approach translates a program at compile-time to machine language, while an intepreter translates it in runtime. This means that concepts like for loops will be much slower in interpreters, since they have to interpret the entire loop, while a compiler might have a quicker way.","CS::PLEPChapter01, CS::programming-languages"
w3xXhORl&y,"Assume you have available an already-implemented abstract machine, C, how could you use it to implement an abstract machine for another language, L?",You can use the abstract machine and it’s language \(\mathscr{M}c_{\mathscr{L}c}\) to implement \(\mathscr{M}L_{\mathscr{L}L}\),"CS::PLEPChapter01, CS::programming-languages"
y]4fcn*Q<f,Which three areas did Morris identify at which a description of a language can occur?,"<i>grammar, semantics</i> and <i>pragmatics</i>.","CS::PLChapter02, CS::programming-languages"
Dh=qoOFD)9,Grammar is the part of the description of the language which answers what question?,Which phrases are correct,"CS::PLChapter02, CS::programming-languages"
"d)p;nyD^,U",What does syntax describe?,Which sequences of words constitute legal phrases,"CS::PLChapter02, CS::programming-languages"
M7:ZE-)1AQ,Semantics is the part of the description of the language which seeks to answer which question?,What does a correct phrase mean,"CS::PLChapter02, CS::programming-languages"
cHA<^t<#M=,Pragmatics is the part of a language description which asks itself what?,How do we use a meaningful sentence,"CS::PLChapter02, CS::programming-languages"
lJdcWSRE<,"The three classical levels of language description are <i> grammar, semantics </i> and <i> pragmatics</i>, what is a fourth one we can add in the case of programming languages?",Implementation,"CS::PLChapter02, CS::programming-languages"
n:e@m^*8)e,When is a grammar ambiguous?,If there exists at least one string of \( \mathscr{L}(G)\) which admits more than one derivation tree,"CS::PLChapter02, CS::programming-languages"
OPB+wf!E6W,When does a string of characters admit a derivation tree?,If it is the result of a left-to-right traversal of the derivation tree.,"CS::PLChapter02, CS::programming-languages"
"lG=,N_R2b&",Is object language the same as machine code?,"Not necessarily, it is merely a language twoards which the translation is directed.","CS::PLChapter02, CS::programming-languages"
e./|p%:Gg~,How many tokens will the lexical analyser of C or Java produce with the following string? \(x = 1 + foo++;\),"7: the identifier x, the assignment operator =, the number 1, the addition operator +, the identifier foo, the auto increment operator ++ and finally the command termination token ;","CS::PLChapter02, CS::programming-languages"
OONK$V^P/;,Does the lexical analyser check for any kind of errors?,"No, it simply scans the input text from left to right, taking a single pass to recognise tokens.","CS::PLChapter02, CS::programming-languages"
x;/9P@w}zl,What is another name for the syntactic analyser?,The parser,"CS::PLChapter02, CS::programming-languages"
gFI90cT$N_,What is the goal of the syntactic analyser?,To construct a derivation tree for the list of tokens produced by the lexical analyser,"CS::PLChapter02, CS::programming-languages"
fDJ2I4G`u*,Which two main families do formal methods for semantics divide into?,Denotational and operational (*algebraic and axiomatic),"CS::PLChapter02, CS::programming-languages"
L`mp)w(b}4,Is the name and the object it denotes the same thing?,"No, a name is just a character string, while its denotation can be a complex object such as a variable, a function, a type, and so on.","CS::PLChapter04, CS::programming-languages"
bE:+n(9IWd,Can an object have more than one name?,"Yes, this is called aliasing","CS::PLChapter04, CS::programming-languages"
C0wXY?*K^),What is a procedure?,"A name associated with a set of commands, together with certain visibility rules which make available to the programmer its sole interface. (e.g. Functions, methods and subprograms)","CS::PLChapter04, CS::programming-languages"
sJCXs3/O@<,What are objects to which a name can be given called?,Denotable objects,"CS::PLChapter04, CS::programming-languages"
"u,]n(+|C.X",What is the definition of an environment?,"The set of associations between names and denotable objects which exist at runtime at a specific point in the program and at a specific time during execution, is called the <i> (referencing) environment </i>","CS::PLChapter04, CS::programming-languages"
OKPy}-GF9N,What is a declaration?,A construct that allows the introduction of an association in the environment.,"CS::PLChapter04, CS::programming-languages"
hLb!TX&>4S,What is it called when a single object is visible using different names in the same environment?,Aliasing,"CS::PLChapter04, CS::programming-languages"
H19HuM;^~/,What is a block?,"A textual region of the program, identified by a start sign and an end sign, which can contain declarations local to that region (that is, which appear within the region).","CS::PLChapter04, CS::programming-languages"
lyf%^HN}Dl,What is a <b>block associated with a procedure</b>?,"A block associated with declarations local to a procedure. It corresponds textually to the body of the procedure itself, extended with the declarations of formal parameters.","CS::PLChapter04, CS::programming-languages"
u@!;v#2K]x,What is an <b>in-line block</b>?,A lbock which does not correspond to a declaration of procedure and which can appear (in general) in any position where a command can appear,"CS::PLChapter04, CS::programming-languages"
A-MZFA;i<Z,"A declaration local to a block is visible in that block and in all blocks listed within it, unless there is a new declaration of the same name in that same block. What then happens?",The block which contains the redefinition of the new declaration hides the previous one.,"CS::PLChapter04, CS::programming-languages"
w00Cw+ri&&,What are the three components  the environment associated with a block is formed of?,"Local Environment, non-local environment and global environment.","CS::PLChapter04, CS::programming-languages"
Bvv.>0D2iX,What is the local environment?,"The environment composed of the set of associations for names declared locally to the block. In case of the block being a procedure, the local environment contains also the associations for the formal parameters, given that they can be seen, as far as the environment is concerned, as locally declared variables.","CS::PLChapter04, CS::programming-languages"
"qaF,KnXLEU",What is the non-local environment?,"This is the environment formed from the associations for names, which are visible from inside a block but which have not been declared locally.","CS::PLChapter04, CS::programming-languages"
j2Ta5wpS^0,What is the global environment?,This is the environment formed from associations created when the program’s execution began. It contains the associations for names which can be used in all blocks forming the program.,"CS::PLChapter04, CS::programming-languages"
DkwAMVXgU?,"Which head more efficient execution, dynamic or static scope?",Static scope,"CS::PLChapter04, CS::programming-languages"
Ejt<>qFmAq,What is the definition of dynamic scope?,"According to the rule of dynamic scope, the valid association for a name X, at any point P of a program, is the most recent (in the temporal sense) association creatyed for X which is still active when control flow arrives at P.","CS::PLChapter04, CS::programming-languages"
gzY$+Dm;>k,What is the dynamic scope rule also called?,The rule of the most recent association,"CS::PLChapter04, CS::programming-languages"
lml+KC@9|m,"Using the dynamic scope, what is the value of x when write is called? <br/> <pre> {const x = 0;
void fie(){
write(x);
}
void foo(){
const x = 1;
{const x = 2;
}
foo();
}
foo();
}</pre>","1. Even if 2 is the most recent one created, it is no longer active when procedure fie is exeuted and is therefore not considered.","CS::PLChapter04, CS::programming-languages"
"m,/t-:4k~+","Using static scope, what is printed? <br/> <pre> {int x = 0;
void fie(int n){
x = n+1;
}
fie(3);
write(x);
{int x = 0;
fie(3);
write(x);
}
write(x);
}</pre>",4 0 4,"CS::PLChapter04, CS::programming-languages"
yMd8P#!A^:,What part of an abstract machine deals with memory management?,The interpreter.,"CS::PLChapter05, CS::programming-languages"
eF03V1)_Gz,Are global variables dynamic or static memory?,"Static memory, they can be stored in a memory area that is fixed before execution begins because they are visible throughout the program","CS::PLChapter05, CS::programming-languages"
Jf$nzX7eRa,Which scheme is used when blocks are enteredd and left?,"LIFO. This makes sense, as when block A is enttered, and then block B is entered, we first need to leave block B before blcok A.","CS::PLChapter05, CS::programming-languages"
b/qlhc8hh!,"If the average number of simultaneously active calls to the same procedure is less than the number of procedures declared in the program, will you want to use dynamic or static memory?","Dynamic, as using a stack will save space, for there will be no need to allocate a memory area for each declared procedure, as must be done in the case of entirely static management.","CS::PLChapter05, CS::programming-languages"
ee@2RgHQGP,What are intermediate results in activation records for in-line blocks?,"Intermediate results that will not have an explicit name when doing calculations, e.g. (a+x) / (x+y) will have (a+x) and (x+y) as two different intermediate results. On many architectures they can be stored in registers","CS::PLChapter05, CS::programming-languages"
p0#qfQQVuA,What are local variables in activation records for in-line blocks?,Variables declared inside blocks. These must be stored in a memory space whose size will depend on the number and type of the variables.,"CS::PLChapter05, CS::programming-languages"
eQCm2kYM14,What is the dynamic chain pointer in in-line blocks?,The field that stores a pointer to the previous activation record on the stack (or to the last activation record created).,"CS::PLChapter05, CS::programming-languages"
oUl/dqS@V`,What is the purpose of the static chain pointer in an activation record for procedures?,It stores the information needed to implement the static scope rules.,"CS::PLChapter05, CS::programming-languages"
d_K5aQ7{f8,What is the purpose of the return address in an activation record for procedures?,This contains the address of the first instruction to execute after the call to the current procedure/function has terminated execution.,"CS::PLChapter05, CS::programming-languages"
u5T4CXPUY;,What is the purpose of the returned result in an activation record for procedures?,This is present only in fuctions. Contains the address of the memory location where the subprogram stores the value to be returned by the function when it terminates. This memory location is inside the caller’s activation record.,"CS::PLChapter05, CS::programming-languages"
k;6_$YG;o8,What is the purpose of parameters in an activation record for procedures?,The values of actual parameters used to call the procedure or function are stored here.,"CS::PLChapter05, CS::programming-languages"
P7#a:!y(l6,When is an activation record pushed to the stack?,When a block is entered or a procedure is called. It is later removed from the sttack when the block is exited or when the procedure terminates.,"CS::PLChapter05, CS::programming-languages"
G3BxQ4r%nK,What are the purposes of the code pieces <i>calling sequence</i> for the caller and <i> prologue </i> and <i>epilogue</i> for the callee? ,"The calling sequence is a piece of code inserted into the caller of a function/procedure to be executed immediately before the procedure call. This piece of code is used for stack management. <br/> The prologue is executed immediately after the call, and the epilogue is executed when the procedure ends execution. They manage the different operations needed to handle activation records and correctly implement a procedure call.","CS::PLChapter05, CS::programming-languages"
clld0;CdM*,"Languages which include explicit commands for memory allocation such as C and Pascal don’t use a stack, but instead use what?",A heap. This is simply an array of memory in which blocks of memory can be allocated and deallocate relatively freely.,"CS::PLChapter05, CS::programming-languages"
z#WoHtM$U<,"In the case in which a language does not allow runtime allocation of variable-length memory spaces, what kind of blocks do we use?",Fixed-length blocks.,"CS::PLChapter05, CS::programming-languages"
"p]c^|!>vG,","When the heap is divided into fixed-length blocks, what structure is used for the blocks?",A listt structure called the free list.,"CS::PLChapter05, CS::programming-languages"
e_lYs;T9@Z,When are variable-length blocks used in the heap?,"In the case in which the language allows the runtime allocation of variable-length memory spaces, fo rexample to store an array of variable dimension","CS::PLChapter05, CS::programming-languages"
wk=weC(/sa,When would it be insufficient to do memory management using just the stack?,"When a language includes explicit commands for memory allocation, as for example do C and Pascal.","CS::PLChapter05, CS::programming-languages"
ObGJ&WY}0/,"Using fixed-length blocks, when an operationg requires the allocation of a memory block from the heap (for example using the malloc command), what happens?","The first element of the free list is removed from the list, the pointer to this element is returned to the operations that requested the memory, and the pointer to the free list is updated so that it points to the next element.","CS::PLChapter05, CS::programming-languages"
F~2QtZM`U],"Using fixed-length blocks, what happens when memory is freed or deallocated?",The freed block is linked again to the head of the free list. ,"CS::PLChapter05, CS::programming-languages"
O6K[dyiRC+,When does internal fragmentation occur?,When a block of size strictly larger than the requested by the program is allocated.,"CS::PLChapter05, CS::programming-languages"
Goiud)?YF0,When does external fragmentation occur?,"When the free list is composed of blocks of a relatively small size and for which, evn if the sum of the total available free memory is enough, the free memory cannot be effectively used. <img src=”external-fragmentation.png />","CS::PLChapter05, CS::programming-languages"
M9^v18P4^8,What are the two memory allocation techniques used to avoid external fragmentation?,Single free list and multiple free lists,"CS::PLChapter05, CS::programming-languages"
Mv`MS1tvom,How is sequence control implemented in low-level languages?,By updating the value of the PC (Program Counter) register.,"CS::PLChapter06, CS::programming-languages"
CjbSvW79f@,What is the definition of expressions?,"An expression is a syntactic entity whose evaluation either produces a value or fails to terminate, in which case the expression is undefined.","CS::PLChapter06, CS::programming-languages"
QZm[wz.sCK,What is LISP an acronym of?,LISt Processor,"CS::PLChapter06, CS::programming-languages"
Qd*.rV?!w(,What programming language represents functions using a particular notation known as <i>Cambridge Polish</i>?,Lisp (1958),"CS::PLChapter06, CS::programming-languages"
"uk#,HeJMR`",What is a problem with the infix notation?,The infix notation makes it harder to realize the precedence of the expressions,"CS::PLChapter06, CS::programming-languages"
PlpDZ<cr#x,What evaluation strategy is used with Prefix Notation?,Simply walking the expression from left to right using a stack to hold its components.,"CS::PLChapter06, CS::programming-languages"
vNgL)8F*va,Which notation is easiest to evaluate?,"Postfix Notation is easiest. Then prefix, then infix.","CS::PLChapter06, CS::programming-languages"
